    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (1,106,11,815,42,26);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (323,78,20,863,20,19);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (324,163,14,730,43,50);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (325,167,10,756,38,29);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (326,113,0,774,75,38);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (327,90,30,813,27,40);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (328,161,101,652,52,34);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (329,87,78,748,39,48);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (330,75,83,777,30,35);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (331,218,59,639,49,35);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (332,121,0,806,44,29);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (333,31,180,766,15,8);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (334,186,64,652,74,24);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (335,114,136,671,43,36);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (336,227,0,610,114,49);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (337,171,0,761,32,36);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (338,216,0,619,113,52);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (339,138,43,716,53,50);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (340,148,43,721,48,40);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (341,122,0,781,73,24);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (342,109,0,777,73,41);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (343,174,100,668,37,21);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (344,165,0,730,62,43);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (345,93,98,749,18,42);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (346,168,13,750,39,30);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (347,145,79,700,44,32);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (348,132,58,760,25,25);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (349,113,36,778,48,25);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (350,316,0,550,95,39);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (351,106,0,808,34,52);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (352,117,85,688,68,42);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (353,304,0,514,120,62);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (354,172,0,704,80,44);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (355,181,0,743,39,37);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (356,135,103,659,58,45);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (357,171,54,703,36,36);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (358,284,0,664,5,47);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (359,59,41,845,20,35);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (360,106,94,753,12,35);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (361,71,62,797,35,35);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (362,18,47,895,20,20);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (363,153,25,783,25,14);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (364,186,0,700,71,43);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (365,142,73,675,63,47);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (366,116,0,733,105,46);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (367,261,5,620,74,40);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (368,155,134,625,56,30);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (369,105,88,731,29,47);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (370,89,44,818,22,27);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (371,138,36,749,49,28);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (372,144,31,732,41,52);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (373,111,49,778,36,26);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (374,143,97,672,52,36);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (375,217,0,670,72,41);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (376,97,33,803,30,37);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (377,141,57,733,28,41);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (378,146,174,603,38,39);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (379,78,19,830,41,32);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (380,81,88,779,15,37);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (381,175,0,745,53,27);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (382,119,78,751,26,26);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (383,176,0,751,45,28);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (384,99,30,791,40,40);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (385,190,3,728,42,37);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (386,176,81,664,46,33);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (387,117,94,721,34,34);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (388,253,0,657,42,48);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (389,135,26,748,60,31);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (390,80,35,770,35,80);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (391,111,28,750,42,69);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (392,105,93,730,39,33);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (393,130,99,646,75,50);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (394,203,0,690,76,31);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (395,123,86,707,55,29);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (396,121,51,726,57,45);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (397,68,52,802,36,42);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (398,97,55,788,30,30);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (399,53,53,788,53,53);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (400,229,0,688,37,46);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (401,114,9,825,25,27);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (402,120,121,690,41,28);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (403,189,0,755,37,19);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (404,222,60,610,62,46);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (405,119,130,689,28,34);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (406,211,138,596,27,28);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (407,297,23,548,86,46);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (408,157,3,738,67,35);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (409,288,0,663,37,12);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (410,146,57,700,48,49);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (411,76,0,858,38,28);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (412,36,36,892,18,18);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (413,283,0,579,92,46);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (414,215,25,666,59,35);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (415,193,58,658,58,33);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (416,196,88,628,54,34);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (417,129,19,772,30,50);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (418,135,37,737,53,38);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (419,107,21,799,30,43);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (420,79,152,717,26,26);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (421,81,22,827,38,32);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (422,61,127,746,31,35);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (423,143,0,728,43,86);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (424,227,121,576,46,30);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (425,122,61,723,58,36);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (426,231,0,667,51,51);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (427,99,33,768,27,73);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (428,116,94,722,34,34);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (429,167,0,749,50,34);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (430,235,174,491,55,45);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (431,183,0,730,61,26);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (432,162,159,603,43,33);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (433,16,50,897,8,29);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (434,37,161,749,37,16);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (435,133,61,709,64,33);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (436,147,0,747,72,34);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (437,80,65,815,20,20);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (438,208,37,659,51,45);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (439,259,0,593,93,55);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (440,129,0,795,42,34);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (441,89,27,827,27,30);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (442,183,0,714,66,37);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (443,135,2,797,45,21);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (444,126,0,773,81,20);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (445,86,67,796,22,29);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (446,145,0,773,50,32);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (447,106,166,674,30,24);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (448,193,0,738,38,31);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (449,103,69,690,35,103);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (450,228,10,647,64,51);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (451,224,76,596,57,47);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (452,115,46,774,41,24);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (453,131,40,749,42,38);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (454,77,29,790,59,45);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (455,81,81,782,35,21);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (456,77,59,798,41,25);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (457,14,20,884,34,48);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (458,89,0,893,9,9);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (459,81,139,714,46,20);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (460,184,3,740,46,27);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (461,172,64,650,62,52);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (462,61,0,915,12,12);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (463,120,0,800,40,40);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (464,91,54,787,39,29);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (465,165,44,683,74,34);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (466,149,88,656,60,47);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (467,102,90,717,56,35);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (468,118,94,738,29,21);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (469,111,55,769,28,37);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (470,204,102,612,10,72);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (471,54,108,802,18,18);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (472,132,0,796,54,18);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (473,118,23,806,32,21);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (474,170,107,638,45,40);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (475,264,0,648,60,28);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (476,254,6,615,89,36);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (477,70,150,720,30,30);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (478,145,44,709,55,47);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (479,205,134,543,81,37);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (480,182,54,692,41,31);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (481,123,0,800,50,27);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (482,205,0,675,75,45);
